date,OUT_PLANNED_GWH_D,OUT_UNPLANNED_GWH_D,OUT_N_EVENTS
2022-07-15,507.70000000000005,59.0,16
2022-07-16,483.0,59.0,15
2022-07-17,483.0,59.0,15
2022-07-18,520.2,59.0,17
2022-07-19,520.2,59.0,15
2022-07-20,666.3999999999999,92.8,17
2022-07-21,666.3999999999999,92.8,17
2022-07-22,666.3999999999999,92.8,17
2022-07-23,288.9,92.8,13
2022-07-24,288.9,92.8,13
2022-07-25,288.9,126.89999999999999,16
2022-07-26,447.6,126.8,18
2022-07-27,307.59999999999997,92.8,16
2022-07-28,876.3,92.8,16
2022-07-29,288.9,92.8,13
2022-07-30,288.9,92.8,13
2022-07-31,288.9,92.8,13
2022-08-01,409.3,92.8,15
2022-08-02,555.5,92.8,17
2022-08-03,466.3,92.8,16
2022-08-04,409.3,92.8,15
2022-08-05,566.3,92.8,17
2022-08-06,409.3,92.8,15
2022-08-07,409.3,92.8,15
2022-08-08,661.8999999999999,92.8,18
2022-08-09,661.8999999999999,92.8,18
2022-08-10,661.8999999999999,92.8,18
2022-08-11,661.8999999999999,92.8,18
2022-08-12,661.8999999999999,92.8,18
2022-08-13,515.7,92.8,16
2022-08-14,515.7,92.8,16
2022-08-15,933.3,92.8,21
2022-08-16,933.3,92.8,21
2022-08-17,933.3,126.39999999999999,22
2022-08-18,933.3,92.8,20
2022-08-19,933.3,92.8,20
2022-08-20,933.3,92.8,20
2022-08-21,933.3,92.8,20
2022-08-22,940.4999999999999,92.8,21
2022-08-23,933.3,92.8,20
2022-08-24,978.3000000000001,92.8,22
2022-08-25,961.3,92.9,22
2022-08-26,787.0999999999999,59.0,17
2022-08-27,534.5,59.0,14
2022-08-28,654.6999999999999,59.0,14
2022-08-29,690.5,59.0,15
2022-08-30,879.8999999999999,59.9,18
2022-08-31,844.0999999999999,59.0,15
2022-09-01,844.0999999999999,59.0,15
2022-09-02,916.0999999999999,59.0,16
2022-09-03,916.0999999999999,42.5,15
2022-09-04,916.0999999999999,42.5,15
2022-09-05,1763.2,42.5,18
2022-09-06,1598.2,42.5,16
2022-09-07,1714.0,42.5,17
2022-09-08,1524.6000000000001,42.5,16
2022-09-09,2378.0,42.5,18
2022-09-10,2378.0,42.5,18
2022-09-11,2378.0,42.5,17
2022-09-12,3272.8,42.5,19
2022-09-13,2626.6000000000004,42.5,17
2022-09-14,2654.1000000000004,42.5,16
2022-09-15,2654.1000000000004,42.5,16
2022-09-16,2654.1000000000004,172.3,18
2022-09-17,2427.5,136.9,16
2022-09-18,2427.5,136.9,16
2022-09-19,2427.5,136.9,16
2022-09-20,2427.5,136.9,16
2022-09-21,4521.299999999999,136.9,21
2022-09-22,2427.5,136.9,16
2022-09-23,2427.5,136.9,16
2022-09-24,1502.1,136.9,13
2022-09-25,626.9,136.9,12
2022-09-26,1618.3000000000002,136.9,16
2022-09-27,1822.3000000000002,42.5,16
2022-09-28,1862.6000000000001,42.5,17
2022-09-29,1852.5,42.5,17
2022-09-30,1822.3000000000002,42.5,17
2022-10-01,1382.7,42.5,13
2022-10-02,1012.1999999999999,42.5,11
2022-10-03,1012.1999999999999,42.5,11
2022-10-04,1480.3,42.5,14
2022-10-05,1480.3,42.5,13
2022-10-06,1351.2,42.5,12
2022-10-07,1462.1000000000001,42.5,13
2022-10-08,763.3,42.5,11
2022-10-09,4311.4,42.5,19
2022-10-10,5622.099999999999,84.5,30
2022-10-11,5620.900000000001,84.5,30
2022-10-12,5620.9,84.5,29
2022-10-13,5510.0,84.5,28
2022-10-14,5510.0,84.5,28
2022-10-15,5510.0,84.5,28
2022-10-16,2627.9,84.5,21
2022-10-17,2722.7000000000003,84.5,22
2022-10-18,1527.8999999999999,84.5,26
2022-10-19,1462.2,170.9,21
2022-10-20,2020.5000000000002,170.9,24
2022-10-21,1433.1000000000001,170.9,20
2022-10-22,931.0999999999999,170.9,19
2022-10-23,861.9999999999999,171.20000000000002,19
2022-10-24,982.1999999999999,170.9,19
2022-10-25,982.1999999999999,170.9,19
2022-10-26,785.1999999999999,170.9,18
2022-10-27,785.1999999999999,519.9,20
2022-10-28,785.1999999999999,519.9,19
2022-10-29,538.6,170.9,16
2022-10-30,538.6,226.5,18
2022-10-31,538.6,226.5,18
2022-11-01,918.1,204.5,19
2022-11-02,1050.3,204.5,22
2022-11-03,1110.3000000000002,170.9,21
2022-11-04,1110.3000000000002,170.9,21
2022-11-05,520.9,170.9,16
2022-11-06,520.9,170.9,16
2022-11-07,842.8000000000001,170.9,20
2022-11-08,759.3,84.5,17
2022-11-09,2542.5,84.5,20
2022-11-10,1377.5,84.5,18
2022-11-11,759.3,84.5,17
2022-11-12,759.3,84.5,17
2022-11-13,759.3,84.5,17
2022-11-14,759.3,86.8,21
2022-11-15,771.9,84.5,18
2022-11-16,773.0999999999999,84.5,19
2022-11-17,759.3,84.5,17
2022-11-18,759.3,84.5,17
2022-11-19,678.6999999999999,84.69999999999999,17
2022-11-20,678.6999999999999,86.60000000000001,19
2022-11-21,953.8000000000001,84.5,18
2022-11-22,628.4,126.5,18
2022-11-23,611.1999999999999,126.5,17
2022-11-24,611.1999999999999,84.5,16
2022-11-25,611.1999999999999,84.7,17
2022-11-26,558.5,84.5,15
2022-11-27,558.5,84.5,15
2022-11-28,613.2,84.5,17
2022-11-29,633.1999999999999,84.6,19
2022-11-30,713.0,84.5,16
2022-12-01,457.5,86.3,21
2022-12-02,427.5,84.5,14
2022-12-03,346.9,84.5,13
2022-12-04,346.9,86.0,17
2022-12-05,346.9,84.5,13
2022-12-06,276.0,84.5,13
2022-12-07,276.0,84.5,13
2022-12-08,276.0,84.5,13
2022-12-09,226.5,84.5,12
2022-12-10,226.5,84.5,12
2022-12-11,226.5,84.5,12
2022-12-12,226.5,84.8,13
2022-12-13,565.5,500.20000000000005,15
2022-12-14,226.5,500.8,16
2022-12-15,566.7,500.70000000000005,17
2022-12-16,565.5,84.5,13
2022-12-17,61.5,84.5,9
2022-12-18,61.5,84.5,9
2022-12-19,61.5,84.5,9
2022-12-20,61.5,84.5,9
2022-12-21,61.5,85.39999999999999,11
2022-12-22,115.6,84.5,10
2022-12-23,552.6,84.5,12
2022-12-24,115.6,49.1,8
2022-12-25,115.6,49.1,8
2022-12-26,115.6,49.1,8
2022-12-27,115.6,49.1,8
2022-12-28,115.6,49.1,8
2022-12-29,115.6,49.1,8
2022-12-30,115.6,49.1,8
2022-12-31,115.6,49.1,8
2023-01-01,156.1,49.1,9
2023-01-02,279.29999999999995,49.1,11
2023-01-03,278.1,49.1,10
2023-01-04,278.1,49.1,10
2023-01-05,278.1,49.1,10
2023-01-06,278.1,49.1,10
2023-01-07,278.1,49.1,10
2023-01-08,278.1,49.1,10
2023-01-09,622.9,49.1,12
2023-01-10,622.9,49.2,12
2023-01-11,622.9,49.1,11
2023-01-12,1210.3,49.1,14
2023-01-13,280.1,49.1,11
2023-01-14,279.29999999999995,49.1,11
2023-01-15,278.1,49.1,10
2023-01-16,461.20000000000005,161.9,13
2023-01-17,489.20000000000005,49.1,13
2023-01-18,461.20000000000005,49.1,12
2023-01-19,461.20000000000005,49.1,12
2023-01-20,461.20000000000005,49.1,13
2023-01-21,407.1,49.1,11
2023-01-22,407.1,49.1,11
2023-01-23,455.1,49.1,13
2023-01-24,449.1,49.1,12
2023-01-25,471.5,42.0,13
2023-01-26,449.1,42.5,13
2023-01-27,450.3,42.0,13
2023-01-28,449.1,42.0,11
2023-01-29,449.1,42.0,11
2023-01-30,449.1,42.0,11
2023-01-31,407.1,917.2,11
2023-02-01,407.1,917.2,12
2023-02-02,407.1,917.2,11
2023-02-03,407.1,1262.0,12
2023-02-04,407.1,386.8,11
2023-02-05,407.1,386.8,11
2023-02-06,407.1,386.8,11
2023-02-07,407.1,386.8,11
2023-02-08,407.1,386.8,12
2023-02-09,407.1,386.8,11
2023-02-10,423.2,386.8,14
2023-02-11,317.9,386.8,13
2023-02-12,240.1,386.8,12
2023-02-13,240.1,386.8,12
2023-02-14,240.1,387.8,14
2023-02-15,241.3,386.8,13
2023-02-16,240.1,386.8,12
2023-02-17,240.1,386.8,12
2023-02-18,240.1,386.8,12
2023-02-19,240.1,386.8,12
2023-02-20,240.1,386.8,12
2023-02-21,240.1,386.8,13
2023-02-22,240.1,552.0,15
2023-02-23,240.1,386.8,12
2023-02-24,240.1,386.8,12
2023-02-25,240.1,386.8,12
2023-02-26,240.1,386.8,12
2023-02-27,240.1,386.8,12
2023-02-28,264.8,386.8,13
2023-03-01,264.8,386.8,13
2023-03-02,264.8,386.8,13
2023-03-03,264.8,42.0,12
2023-03-04,264.8,42.0,12
2023-03-05,264.8,42.0,12
2023-03-06,264.8,42.0,12
2023-03-07,264.8,42.0,12
2023-03-08,266.8,44.1,16
2023-03-09,264.8,42.0,12
2023-03-10,264.8,42.0,12
2023-03-11,266.0,42.0,13
2023-03-12,266.0,42.0,13
2023-03-13,279.0,42.0,13
2023-03-14,279.0,42.0,13
2023-03-15,279.0,42.0,13
2023-03-16,254.3,42.0,12
2023-03-17,286.5,42.0,15
2023-03-18,270.4,42.0,12
2023-03-19,256.2,42.0,11
2023-03-20,270.4,42.0,13
2023-03-21,270.4,42.0,13
2023-03-22,270.4,42.0,13
2023-03-23,270.4,42.0,13
2023-03-24,270.4,42.0,13
2023-03-25,270.4,42.0,13
2023-03-26,256.2,42.0,12
2023-03-27,285.79999999999995,42.0,13
2023-03-28,285.79999999999995,42.0,13
2023-03-29,285.79999999999995,42.0,13
2023-03-30,340.79999999999995,42.0,15
2023-03-31,404.3,42.0,14
2023-04-01,201.60000000000002,42.0,15
2023-04-02,120.6,42.0,12
2023-04-03,237.09999999999997,42.0,15
2023-04-04,211.59999999999997,42.0,15
2023-04-05,208.39999999999998,42.0,12
2023-04-06,208.39999999999998,42.0,12
2023-04-07,178.79999999999998,42.0,11
2023-04-08,179.99999999999997,42.0,11
2023-04-09,178.8,42.2,11
2023-04-10,178.8,42.0,10
2023-04-11,178.8,42.0,10
2023-04-12,262.79999999999995,42.0,11
2023-04-13,1494.3,42.0,18
2023-04-14,178.8,349.0,11
2023-04-15,178.8,349.0,10
2023-04-16,178.8,349.0,10
2023-04-17,1755.1000000000001,349.0,18
2023-04-18,1803.7,349.0,18
2023-04-19,1803.7,349.0,18
2023-04-20,1701.2999999999997,349.0,17
2023-04-21,1701.2999999999997,349.0,17
2023-04-22,1449.7999999999997,349.0,15
2023-04-23,1449.7999999999997,349.0,15
2023-04-24,1681.7999999999997,391.5,18
2023-04-25,2868.0,391.5,23
2023-04-26,2868.0,391.5,23
2023-04-27,2868.0,391.5,23
2023-04-28,831.6,554.0,18
2023-04-29,634.6,518.6,16
2023-04-30,634.6,518.6,16
2023-05-01,1583.3999999999999,518.6,18
2023-05-02,1696.6,518.6,19
2023-05-03,1696.6,518.6,19
2023-05-04,1394.8,169.6,16
2023-05-05,1381.8,239.6,16
2023-05-06,1381.8,239.6,15
2023-05-07,1512.8,239.6,16
2023-05-08,1694.8999999999999,239.6,18
2023-05-09,1769.8999999999999,239.6,18
2023-05-10,1768.5,239.6,16
2023-05-11,1768.5,239.6,16
2023-05-12,1562.5,240.4,16
2023-05-13,1562.5,239.6,15
2023-05-14,625.1,281.6,14
2023-05-15,625.1,281.8,16
2023-05-16,625.1,281.8,16
2023-05-17,718.0999999999999,281.6,15
2023-05-18,625.0999999999999,239.6,14
2023-05-19,532.0999999999999,239.6,13
2023-05-20,439.09999999999997,239.6,12
2023-05-21,439.09999999999997,239.6,12
2023-05-22,482.59999999999997,239.6,13
2023-05-23,482.59999999999997,239.6,13
2023-05-24,482.59999999999997,239.6,13
2023-05-25,482.59999999999997,239.6,13
2023-05-26,482.59999999999997,239.6,13
2023-05-27,227.39999999999998,117.6,9
2023-05-28,227.39999999999998,117.6,9
2023-05-29,227.39999999999998,117.6,9
2023-05-30,320.40000000000003,117.6,10
2023-05-31,320.40000000000003,117.6,10
2023-06-01,320.40000000000003,117.6,10
2023-06-02,320.40000000000003,117.6,10
2023-06-03,320.40000000000003,117.6,10
2023-06-04,320.40000000000003,117.6,10
2023-06-05,539.5999999999999,117.6,13
2023-06-06,539.5999999999999,117.6,13
2023-06-07,539.5999999999999,117.6,13
2023-06-08,539.5999999999999,117.89999999999999,17
2023-06-09,539.5999999999999,117.6,13
2023-06-10,539.5999999999999,117.6,13
2023-06-11,415.4,117.6,12
2023-06-12,541.0,118.19999999999999,15
2023-06-13,797.4,117.6,15
2023-06-14,797.4,117.6,15
2023-06-15,797.4,117.6,15
2023-06-16,797.4,110.5,14
2023-06-17,797.4,110.5,14
2023-06-18,797.4,110.5,14
2023-06-19,920.5,110.5,15
2023-06-20,1208.4999999999998,110.5,16
2023-06-21,1208.4999999999998,110.5,16
2023-06-22,689.1,110.5,15
2023-06-23,664.1,148.5,15
2023-06-24,664.1,148.5,15
2023-06-25,656.1,148.5,14
2023-06-26,656.1,148.5,14
2023-06-27,581.5999999999999,148.5,13
2023-06-28,458.5,148.5,12
2023-06-29,458.5,148.5,12
2023-06-30,458.5,148.5,12
2023-07-01,407.40000000000003,148.5,11
2023-07-02,407.40000000000003,148.5,11
2023-07-03,546.4,148.5,12
2023-07-04,546.4,148.5,13
2023-07-05,546.4,148.5,13
2023-07-06,546.4,183.9,14
2023-07-07,546.4,183.9,14
2023-07-08,546.4,75.9,11
2023-07-09,546.4,75.9,11
2023-07-10,606.4,76.8,15
2023-07-11,546.4,75.9,11
2023-07-12,626.4,75.9,12
2023-07-13,626.4,75.9,14
2023-07-14,546.4,40.5,10
2023-07-15,407.40000000000003,40.5,9
2023-07-16,407.40000000000003,40.5,9
2023-07-17,510.0,133.5,12
2023-07-18,510.0,167.5,13
2023-07-19,510.0,167.5,13
2023-07-20,510.0,167.5,13
2023-07-21,510.0,74.5,12
2023-07-22,510.0,74.5,12
2023-07-23,510.0,74.5,12
2023-07-24,510.0,74.5,12
2023-07-25,510.0,74.5,12
2023-07-26,510.0,74.5,13
2023-07-27,510.0,74.5,12
2023-07-28,494.4,74.5,11
2023-07-29,494.4,74.5,11
2023-07-30,494.4,74.5,11
2023-07-31,494.4,74.5,11
2023-08-01,656.5999999999999,74.5,15
2023-08-02,653.4,74.5,14
2023-08-03,653.4,74.5,12
2023-08-04,653.4,74.5,12
2023-08-05,653.4,74.5,12
2023-08-06,653.4,74.5,12
2023-08-07,1235.3999999999999,74.5,14
2023-08-08,1235.3999999999999,74.5,15
2023-08-09,1235.3999999999999,74.5,15
2023-08-10,1235.3999999999999,74.5,15
2023-08-11,1086.3999999999999,74.5,14
2023-08-12,901.4,74.5,14
2023-08-13,811.8,74.5,13
2023-08-14,1154.7,74.5,16
2023-08-15,1154.7,923.1,19
2023-08-16,1154.7,954.0,21
2023-08-17,1154.7,874.9,17
2023-08-18,1154.7,998.9,19
2023-08-19,1154.7,266.5,18
2023-08-20,1154.7,232.5,17
2023-08-21,1261.1000000000001,266.5,19
2023-08-22,1337.0000000000002,198.5,19
2023-08-23,1528.8999999999999,198.5,21
2023-08-24,1528.8999999999999,198.5,20
2023-08-25,1453.0000000000002,232.5,20
2023-08-26,803.1,232.5,16
2023-08-27,803.1,232.5,16
2023-08-28,1211.7,232.5,16
2023-08-29,1211.7,198.5,15
2023-08-30,1183.7,198.5,14
2023-08-31,1183.7,198.5,15
2023-09-01,1218.3999999999999,198.5,16
2023-09-02,1218.3999999999999,198.5,16
2023-09-03,1218.3999999999999,198.5,16
2023-09-04,2028.5,198.5,20
2023-09-05,2028.5,198.5,20
2023-09-06,2028.5,198.5,19
2023-09-07,2028.5,198.5,19
2023-09-08,2367.5,198.5,20
2023-09-09,2367.5,198.5,20
2023-09-10,2367.5,198.5,20
2023-09-11,2793.5,198.5,21
2023-09-12,2793.5,198.5,21
2023-09-13,2793.5,198.5,21
2023-09-14,2793.5,198.5,21
2023-09-15,2793.5,74.5,19
2023-09-16,2793.5,74.5,19
2023-09-17,2793.5,74.5,19
2023-09-18,2812.7,74.5,20
2023-09-19,2900.7,161.5,22
2023-09-20,3283.5,161.5,25
2023-09-21,2274.5,161.5,18
2023-09-22,1970.8999999999999,161.5,20
2023-09-23,1326.8,74.5,16
2023-09-24,1414.8,74.5,17
2023-09-25,1434.0,74.5,18
2023-09-26,1346.0,74.5,17
2023-09-27,1326.8,74.5,16
2023-09-28,1326.8,74.5,15
2023-09-29,1326.8,74.5,15
2023-09-30,1326.8,74.5,15
2023-10-01,947.0999999999999,74.5,13
2023-10-02,2167.2000000000003,74.5,18
2023-10-03,2167.2000000000003,74.5,18
2023-10-04,2964.2000000000003,74.5,21
2023-10-05,2913.2,74.5,18
2023-10-06,2296.2,74.5,17
2023-10-07,2296.2,74.5,17
2023-10-08,2296.2,74.5,17
2023-10-09,3092.3999999999996,74.5,20
2023-10-10,3297.2,74.5,23
2023-10-11,3194.8,74.5,23
2023-10-12,2307.3999999999996,74.5,20
2023-10-13,2497.4,74.5,21
2023-10-14,1650.9999999999998,74.5,28
2023-10-15,1285.8,128.89999999999998,27
2023-10-16,1375.4,129.0,28
2023-10-17,967.0,128.8,25
2023-10-18,1393.9999999999998,128.8,26
2023-10-19,957.0,128.8,24
2023-10-20,705.7,88.3,20
2023-10-21,688.0000000000001,88.3,18
2023-10-22,504.8,88.3,13
2023-10-23,540.2,88.3,14
2023-10-24,720.8,81.2,11
2023-10-25,660.0,81.2,11
2023-10-26,688.8,34.0,11
2023-10-27,363.79999999999995,34.0,7
2023-10-28,363.79999999999995,34.0,7
2023-10-29,363.79999999999995,34.0,7
2023-10-30,363.79999999999995,34.0,8
2023-10-31,363.79999999999995,34.1,8
2023-11-01,404.29999999999995,34.0,8
2023-11-02,404.29999999999995,34.0,8
2023-11-03,664.3,34.0,10
2023-11-04,664.3,34.0,10
2023-11-05,664.3,34.0,10
2023-11-06,982.3000000000001,34.0,13
2023-11-07,941.8000000000001,34.0,12
2023-11-08,949.6,34.0,12
2023-11-09,936.6,34.0,11
2023-11-10,936.6,34.0,11
2023-11-11,936.6,34.0,11
2023-11-12,1831.6,34.0,12
2023-11-13,1831.6,133.5,14
2023-11-14,1831.6,133.5,14
2023-11-15,1561.8,133.5,11
2023-11-16,2115.6,34.0,12
2023-11-17,2115.6,34.0,12
2023-11-18,2495.3,34.0,13
2023-11-19,1476.1,34.0,11
2023-11-20,1516.6,34.0,12
2023-11-21,1263.6,34.0,12
2023-11-22,1229.3000000000002,34.0,12
2023-11-23,1032.0,34.0,10
2023-11-24,1020.2,34.3,11
2023-11-25,639.3,34.0,8
2023-11-26,639.3,34.0,8
2023-11-27,640.5,34.0,11
2023-11-28,639.3,34.0,11
2023-11-29,639.3,34.0,8
2023-11-30,639.3,34.0,8
2023-12-01,641.3,34.0,9
2023-12-02,510.3,34.0,7
2023-12-03,510.3,34.0,7
2023-12-04,539.1,34.0,8
2023-12-05,539.1,34.0,8
2023-12-06,539.1,131.0,10
2023-12-07,539.1,203.8,12
2023-12-08,541.1,106.80000000000001,11
2023-12-09,294.3,106.80000000000001,9
2023-12-10,294.3,106.80000000000001,9
2023-12-11,594.9,137.70000000000002,16
2023-12-12,594.9,137.70000000000002,16
2023-12-13,594.9,137.70000000000002,16
2023-12-14,302.9,137.70000000000002,14
2023-12-15,261.0,122.19999999999999,12
2023-12-16,106.5,106.80000000000001,7
2023-12-17,106.5,106.80000000000001,7
2023-12-18,743.5,106.80000000000001,9
2023-12-19,743.5,106.80000000000001,9
2023-12-20,743.5,106.80000000000001,9
2023-12-21,743.5,106.80000000000001,9
2023-12-22,106.5,106.80000000000001,8
2023-12-23,106.5,106.80000000000001,8
2023-12-24,106.5,106.80000000000001,8
2023-12-25,106.5,106.80000000000001,8
2023-12-26,106.5,106.80000000000001,8
2023-12-27,106.5,106.80000000000001,8
2023-12-28,106.5,106.80000000000001,8
2023-12-29,106.5,106.80000000000001,8
2023-12-30,106.5,106.80000000000001,8
2023-12-31,106.5,106.80000000000001,8
2024-01-01,147.0,106.80000000000001,9
2024-01-02,106.5,106.80000000000001,8
2024-01-03,119.5,106.80000000000001,9
2024-01-04,106.5,106.80000000000001,8
2024-01-05,106.5,106.80000000000001,8
2024-01-06,106.5,106.80000000000001,8
2024-01-07,106.5,106.80000000000001,8
2024-01-08,106.5,106.80000000000001,8
2024-01-09,119.5,106.80000000000001,9
2024-01-10,107.7,230.60000000000002,11
2024-01-11,106.5,230.60000000000002,10
2024-01-12,106.5,230.60000000000002,10
2024-01-13,106.5,106.80000000000001,8
2024-01-14,106.5,106.80000000000001,8
2024-01-15,135.3,106.80000000000001,9
2024-01-16,135.3,106.80000000000001,9
2024-01-17,135.3,106.80000000000001,9
2024-01-18,490.1,106.80000000000001,13
2024-01-19,135.3,106.80000000000001,9
2024-01-20,108.5,106.80000000000001,9
2024-01-21,106.5,106.80000000000001,8
2024-01-22,106.5,106.80000000000001,8
2024-01-23,351.5,106.80000000000001,13
2024-01-24,351.5,106.80000000000001,13
2024-01-25,351.5,106.80000000000001,13
2024-01-26,218.5,106.80000000000001,12
2024-01-27,106.5,106.80000000000001,8
2024-01-28,106.5,106.80000000000001,8
2024-01-29,305.5,106.80000000000001,9
2024-01-30,305.5,106.80000000000001,9
2024-01-31,305.5,106.80000000000001,9
2024-02-01,305.5,34.0,7
2024-02-02,305.5,34.0,7
2024-02-03,106.5,34.0,6
2024-02-04,106.5,34.2,7
2024-02-05,106.5,34.0,6
2024-02-06,153.7,34.0,7
2024-02-07,153.7,34.0,7
2024-02-08,106.5,34.0,6
2024-02-09,106.5,34.0,6
2024-02-10,106.5,34.0,6
2024-02-11,106.5,34.0,6
2024-02-12,106.5,34.0,6
2024-02-13,117.3,39.2,13
2024-02-14,156.2,34.0,7
2024-02-15,106.5,34.0,6
2024-02-16,106.5,34.0,6
2024-02-17,106.5,34.0,6
2024-02-18,106.5,34.0,6
2024-02-19,124.5,34.0,7
2024-02-20,124.5,34.0,7
2024-02-21,632.9000000000001,34.0,12
2024-02-22,124.5,34.0,7
2024-02-23,124.5,35.6,10
2024-02-24,106.5,44.8,12
2024-02-25,106.5,34.0,6
2024-02-26,172.5,34.0,7
2024-02-27,172.5,143.0,8
2024-02-28,172.5,143.0,8
2024-02-29,172.5,143.0,8
2024-03-01,106.5,34.0,6
2024-03-02,106.5,34.0,6
2024-03-03,106.5,34.0,6
2024-03-04,156.7,34.0,8
2024-03-05,186.7,34.0,9
2024-03-06,186.7,34.0,9
2024-03-07,186.7,34.0,9
2024-03-08,156.7,34.0,8
2024-03-09,156.7,34.0,8
2024-03-10,142.5,34.0,7
2024-03-11,309.7,34.0,9
2024-03-12,309.7,34.0,9
2024-03-13,720.5,34.0,12
2024-03-14,720.5,34.0,12
2024-03-15,328.7,34.0,10
2024-03-16,309.7,34.0,9
2024-03-17,295.5,34.0,8
2024-03-18,613.7,34.0,9
2024-03-19,613.7,34.0,9
2024-03-20,613.7,34.0,9
2024-03-21,613.7,34.0,9
2024-03-22,460.7,34.0,8
2024-03-23,142.5,34.0,7
2024-03-24,142.5,34.0,7
2024-03-25,142.5,34.0,7
2024-03-26,106.5,34.0,6
2024-03-27,106.5,34.0,6
2024-03-28,106.5,34.0,6
2024-03-29,106.5,34.0,6
2024-03-30,106.5,34.0,6
2024-03-31,106.5,34.0,6
2024-04-01,160.3,34.0,7
2024-04-02,593.0999999999999,34.0,8
2024-04-03,750.0999999999999,34.0,10
2024-04-04,885.9999999999999,34.0,10
2024-04-05,700.9999999999999,34.0,9
2024-04-06,700.9999999999999,34.0,9
2024-04-07,700.9999999999999,34.0,9
2024-04-08,935.8,34.0,11
2024-04-09,700.9999999999999,34.0,9
2024-04-10,700.9999999999999,34.0,9
2024-04-11,700.9999999999999,34.0,9
2024-04-12,700.9999999999999,34.0,9
2024-04-13,351.7,41.1,8
2024-04-14,351.7,41.1,8
2024-04-15,957.8,41.1,11
2024-04-16,1118.0,41.1,11
2024-04-17,1291.8000000000002,34.0,11
2024-04-18,1644.7999999999997,34.0,14
2024-04-19,920.0,34.0,12
2024-04-20,706.0,34.0,11
2024-04-21,611.6,34.0,10
2024-04-22,687.9000000000001,34.0,12
2024-04-23,687.9000000000001,34.0,12
2024-04-24,594.0,34.0,11
2024-04-25,594.0,34.0,11
2024-04-26,594.0,34.0,11
2024-04-27,594.0,34.0,10
2024-04-28,647.8,34.0,11
2024-04-29,695.2,46.6,12
2024-04-30,695.2,46.6,12
2024-05-01,382.90000000000003,46.6,9
2024-05-02,382.90000000000003,46.6,9
2024-05-03,382.90000000000003,46.6,9
2024-05-04,382.90000000000003,46.6,9
2024-05-05,382.90000000000003,46.6,9
2024-05-06,618.9,46.6,10
2024-05-07,618.9,46.6,10
2024-05-08,382.90000000000003,46.6,9
2024-05-09,382.90000000000003,46.6,9
2024-05-10,382.90000000000003,46.6,9
2024-05-11,382.90000000000003,46.6,9
2024-05-12,382.90000000000003,46.6,9
2024-05-13,713.3,46.6,12
2024-05-14,1727.7,47.7,22
2024-05-15,1705.3999999999999,101.6,15
2024-05-16,1484.4,101.6,14
2024-05-17,500.30000000000007,420.20000000000005,13
2024-05-18,130.2,420.20000000000005,11
2024-05-19,130.2,420.20000000000005,11
2024-05-20,130.2,420.20000000000005,11
2024-05-21,278.0,420.20000000000005,14
2024-05-22,207.60000000000002,420.20000000000005,13
2024-05-23,207.60000000000002,420.20000000000005,13
2024-05-24,183.6,420.20000000000005,15
2024-05-25,182.6,420.20000000000005,12
2024-05-26,182.6,420.20000000000005,12
2024-05-27,361.8,420.20000000000005,15
2024-05-28,361.8,420.20000000000005,15
2024-05-29,268.0,490.6,15
2024-05-30,73.8,172.0,11
2024-05-31,73.8,172.0,11
2024-06-01,73.8,172.0,11
2024-06-02,73.8,172.0,11
2024-06-03,1229.8,172.0,16
2024-06-04,1684.1,172.0,21
2024-06-05,1684.1,172.0,23
2024-06-06,1053.1,138.0,20
2024-06-07,696.0999999999999,67.6,18
2024-06-08,696.0999999999999,67.6,18
2024-06-09,696.0999999999999,67.6,18
2024-06-10,986.1,67.6,23
2024-06-11,986.0999999999999,67.6,25
2024-06-12,1388.5,12.6,22
2024-06-13,951.1999999999999,113.0,19
2024-06-14,852.3,113.0,18
2024-06-15,381.9,113.8,17
2024-06-16,381.9,113.0,16
2024-06-17,381.9,113.0,17
2024-06-18,381.9,113.0,17
2024-06-19,258.79999999999995,113.0,16
2024-06-20,258.79999999999995,173.29999999999998,15
2024-06-21,207.7,173.29999999999998,14
2024-06-22,192.7,173.29999999999998,13
2024-06-23,192.7,173.29999999999998,13
2024-06-24,192.7,173.29999999999998,13
2024-06-25,192.7,173.29999999999998,13
2024-06-26,192.7,173.29999999999998,13
2024-06-27,429.7,173.29999999999998,14
2024-06-28,192.7,173.29999999999998,13
2024-06-29,103.69999999999999,173.29999999999998,12
2024-06-30,103.69999999999999,173.29999999999998,12
2024-07-01,472.8,173.29999999999998,13
2024-07-02,548.6999999999999,322.5,16
2024-07-03,472.8,322.5,15
2024-07-04,549.8,161.79999999999998,15
2024-07-05,549.8,161.79999999999998,15
2024-07-06,549.8,161.79999999999998,15
2024-07-07,549.8,161.79999999999998,15
2024-07-08,549.8,161.79999999999998,15
2024-07-09,549.8,321.79999999999995,16
2024-07-10,549.8,321.79999999999995,16
2024-07-11,549.8,321.79999999999995,16
2024-07-12,358.7,520.8,16
2024-07-13,358.7,371.6,14
2024-07-14,358.7,371.6,14
2024-07-15,358.7,371.6,14
2024-07-16,622.0999999999999,211.6,14
2024-07-17,358.7,211.6,13
2024-07-18,358.7,302.2,14
2024-07-19,358.7,302.2,14
2024-07-20,358.7,302.2,14
2024-07-21,358.7,302.2,14
2024-07-22,358.7,302.2,14
2024-07-23,388.5,302.2,17
2024-07-24,421.59999999999997,302.2,19
2024-07-25,388.5,302.2,17
