name,code,url,updatedAt,gasDayStart,gasDayEnd,gasInStorage,consumption,consumptionFull,injection,withdrawal,netWithdrawal,workingGasVolume,injectionCapacity,withdrawalCapacity,contractedCapacity,availableCapacity,coveredCapacity,status,trend,full,info
EU,eu,eu,2026-04-18 01:07:37,2020-07-08,2020-07-09,933.9476,4349.0,21.47,2431.53,1319.8,-1111.7,1131.9583,12022.47,19950.08,-,-,-,E,0.1,82.51,[]
EU,eu,eu,2026-04-18 01:07:37,2020-07-09,2020-07-10,935.1672,4349.0,21.5,2461.52,1232.4,-1229.1,1131.9582,12023.11,19948.39,-,-,-,E,0.11,82.61,[]
EU,eu,eu,2026-04-18 01:07:37,2020-07-10,2020-07-11,937.2954,4349.0,21.55,2897.87,830.4,-2067.4,1131.9582,12023.5,19947.36,-,-,-,E,0.19,82.8,[]
EU,eu,eu,2026-04-18 01:07:37,2020-07-11,2020-07-12,940.8834,4349.0,21.63,3783.69,166.2,-3617.5,1131.9582,12024.01,19946.01,-,-,-,E,0.32,83.12,[]
EU,eu,eu,2026-04-18 01:07:37,2020-07-12,2020-07-13,945.0734,4349.0,21.73,4341.0,136.9,-4204.1,1131.9582,12024.56,19944.56,-,-,-,E,0.37,83.49,[]
EU,eu,eu,2026-04-18 01:07:37,2020-07-13,2020-07-14,948.0108,4349.0,21.8,3210.74,303.9,-2906.8,1131.9182,12023.8,19943.95,-,-,-,E,0.26,83.75,[]
EU,eu,eu,2026-04-18 01:07:37,2020-07-14,2020-07-15,948.903,4349.0,21.82,2463.22,1599.8,-863.4,1131.8042,12023.74,19944.09,-,-,-,E,0.08,83.84,[]
EU,eu,eu,2026-04-18 01:07:37,2020-07-15,2020-07-16,948.5719,4349.0,21.81,2291.24,1879.1,-412.2,1131.8039,12023.65,19944.27,-,-,-,E,-0.03,83.81,[]
EU,eu,eu,2026-04-18 01:07:37,2020-07-16,2020-07-17,949.3386,4349.0,21.83,2649.73,1874.3,-775.4,1131.8038,12024.07,19943.14,-,-,-,E,0.07,83.88,[]
EU,eu,eu,2026-04-18 01:07:37,2020-07-17,2020-07-18,950.202,4349.0,21.85,2638.59,1791.5,-847.1,1131.8038,12024.6,19941.75,-,-,-,E,0.08,83.95,[]
EU,eu,eu,2026-04-18 01:07:37,2020-07-18,2020-07-19,951.6459,4349.0,21.88,3043.81,1567.1,-1476.7,1131.8038,12042.7,19940.15,-,-,-,E,0.13,84.08,[]
EU,eu,eu,2026-04-18 01:07:37,2020-07-19,2020-07-20,953.5801,4349.0,21.93,3291.39,1466.1,-1825.3,1131.8038,12043.34,19938.46,-,-,-,E,0.17,84.25,[]
EU,eu,eu,2026-04-18 01:07:37,2020-07-20,2020-07-21,954.5264,4349.0,21.95,2597.73,1675.9,-921.8,1131.8418,12026.92,19938.1,-,-,-,E,0.08,84.33,[]
EU,eu,eu,2026-04-18 01:07:37,2020-07-21,2020-07-22,954.8536,4349.0,21.96,2328.69,1959.9,-368.8,1131.8418,12027.37,19936.92,-,-,-,E,0.03,84.36,[]
EU,eu,eu,2026-04-18 01:07:37,2020-07-22,2020-07-23,955.3475,4349.0,21.97,2370.18,1856.0,-514.2,1132.1708,12006.77,19935.86,-,-,-,E,0.04,84.38,[]
EU,eu,eu,2026-04-18 01:07:37,2020-07-23,2020-07-24,955.8466,4349.0,21.98,2236.12,1768.0,-468.1,1132.1708,12007.14,19934.89,-,-,-,E,0.04,84.43,[]
EU,eu,eu,2026-04-18 01:07:37,2020-07-24,2020-07-25,956.659,4349.0,22.0,2346.6,1531.7,-814.9,1132.1708,12007.49,19933.96,-,-,-,E,0.07,84.5,[]
EU,eu,eu,2026-04-18 01:07:37,2020-07-25,2020-07-26,957.2467,4349.0,22.01,2937.81,1350.3,-1587.5,1132.1708,12025.14,19933.56,-,-,-,E,0.05,84.55,[]
EU,eu,eu,2026-04-18 01:07:37,2020-07-26,2020-07-27,960.6848,4349.0,22.09,3877.32,441.5,-3435.8,1132.1708,12025.25,19728.6,-,-,-,E,0.3,84.85,[]
EU,eu,eu,2026-04-18 01:07:37,2020-07-27,2020-07-28,963.0288,4349.0,22.14,2866.27,579.6,-2286.6,1132.2152,12008.74,19933.5,-,-,-,E,0.21,85.06,[]
EU,eu,eu,2026-04-18 01:07:37,2020-07-28,2020-07-29,966.0989,4349.0,22.21,2838.25,511.1,-2327.2,1133.315,12008.31,19934.61,-,-,-,E,0.27,85.25,[]
EU,eu,eu,2026-04-18 01:07:37,2020-07-29,2020-07-30,968.1498,4349.0,22.26,2663.14,615.1,-2048.1,1133.315,12007.91,19935.65,-,-,-,E,0.18,85.43,[]
EU,eu,eu,2026-04-18 01:07:37,2020-07-30,2020-07-31,969.8782,4349.0,22.3,2353.88,619.9,-1734.0,1133.315,12007.53,19936.65,-,-,-,E,0.15,85.58,[]
EU,eu,eu,2026-04-18 01:07:37,2020-07-31,2020-08-01,968.2178,4349.0,22.26,2675.3,453.2,-2222.1,1133.315,12007.17,19937.61,-,-,-,E,-0.15,85.43,[]
EU,eu,eu,2026-04-18 01:07:37,2020-08-01,2020-08-02,974.3948,4349.0,22.41,3402.81,280.7,-3122.2,1133.84,12045.54,19938.65,-,-,-,E,0.54,85.94,[]
EU,eu,eu,2026-04-18 01:07:37,2020-08-02,2020-08-03,977.6267,4349.0,22.48,3516.19,281.4,-3234.7,1133.84,12045.51,19938.71,-,-,-,E,0.29,86.22,[]
EU,eu,eu,2026-04-18 01:07:37,2020-08-03,2020-08-04,979.7741,4349.0,22.53,2640.4,495.0,-2145.4,1133.7975,12027.33,19937.78,-,-,-,E,0.19,86.42,[]
EU,eu,eu,2026-04-18 01:07:37,2020-08-04,2020-08-05,981.8453,4349.0,22.58,2739.03,672.6,-2066.4,1133.7975,12027.28,19937.92,-,-,-,E,0.18,86.6,[]
EU,eu,eu,2026-04-18 01:07:37,2020-08-05,2020-08-06,983.6366,4349.0,22.62,3063.14,621.0,-2442.2,1133.7975,12027.27,19937.93,-,-,-,E,0.16,86.76,[]
EU,eu,eu,2026-04-18 01:07:37,2020-08-06,2020-08-07,985.7305,4349.0,22.67,2738.75,662.2,-2076.5,1133.7973,12027.4,19937.53,-,-,-,E,0.18,86.94,[]
EU,eu,eu,2026-04-18 01:07:37,2020-08-07,2020-08-08,988.1902,4349.0,22.72,2990.74,575.4,-2415.4,1133.802,12027.63,19936.89,-,-,-,E,0.22,87.16,[]
EU,eu,eu,2026-04-18 01:07:37,2020-08-08,2020-08-09,991.5143,4349.0,22.8,3695.86,312.9,-3383.0,1133.8019,12045.41,19936.16,-,-,-,E,0.29,87.45,[]
EU,eu,eu,2026-04-18 01:07:37,2020-08-09,2020-08-10,995.1531,4349.0,22.88,3869.0,239.3,-3629.7,1133.8019,12045.57,19935.74,-,-,-,E,0.32,87.77,[]
EU,eu,eu,2026-04-18 01:07:37,2020-08-10,2020-08-11,996.5017,4349.0,22.91,2909.38,361.8,-2547.6,1133.8966,12029.47,19938.13,-,-,-,E,0.12,87.88,[]
EU,eu,eu,2026-04-18 01:07:37,2020-08-11,2020-08-12,999.1492,4349.0,22.97,2596.57,640.0,-1956.6,1133.8966,12029.24,19938.73,-,-,-,E,0.23,88.12,[]
EU,eu,eu,2026-04-18 01:07:37,2020-08-12,2020-08-13,1001.2839,4349.0,23.02,2645.51,522.2,-2123.3,1133.8966,12029.17,19938.9,-,-,-,E,0.19,88.3,[]
EU,eu,eu,2026-04-18 01:07:37,2020-08-13,2020-08-14,1003.3717,4349.0,23.07,2908.53,706.2,-2202.3,1133.8966,12052.48,19938.08,-,-,-,E,0.18,88.49,[]
EU,eu,eu,2026-04-18 01:07:37,2020-08-14,2020-08-15,1005.9104,4349.0,23.13,3149.41,424.9,-2724.5,1133.8966,12052.82,19937.19,-,-,-,E,0.22,88.71,[]
EU,eu,eu,2026-04-18 01:07:37,2020-08-15,2020-08-16,1008.992,4349.0,23.2,3461.45,336.3,-3125.1,1133.8966,12043.2,19936.2,-,-,-,E,0.27,88.98,[]
EU,eu,eu,2026-04-18 01:07:37,2020-08-16,2020-08-17,1012.2902,4349.0,23.28,3560.09,271.9,-3288.2,1133.8999,12043.33,19935.84,-,-,-,E,0.29,89.28,[]
EU,eu,eu,2026-04-18 01:07:37,2020-08-17,2020-08-18,1014.672,4349.0,23.33,2848.97,496.9,-2352.0,1133.8425,12041.03,19932.5,-,-,-,E,0.21,89.49,[]
EU,eu,eu,2026-04-18 01:07:37,2020-08-18,2020-08-19,1016.7926,4349.0,23.38,2682.0,555.4,-2126.6,1133.8425,12041.03,19932.49,-,-,-,E,0.19,89.68,[]
EU,eu,eu,2026-04-18 01:07:37,2020-08-19,2020-08-20,1018.8419,4349.0,23.43,2748.54,641.7,-2106.8,1133.8425,12041.17,19932.12,-,-,-,E,0.18,89.86,[]
EU,eu,eu,2026-04-18 01:07:37,2020-08-20,2020-08-21,1020.8104,4349.0,23.47,2700.07,594.1,-2106.0,1133.8425,12041.45,19931.38,-,-,-,E,0.17,90.03,[]
EU,eu,eu,2026-04-18 01:07:37,2020-08-21,2020-08-22,1023.4872,4349.0,23.53,3197.98,528.0,-2670.0,1133.8425,12041.89,19930.21,-,-,-,E,0.24,90.27,[]
EU,eu,eu,2026-04-18 01:07:37,2020-08-22,2020-08-23,1026.8716,4349.0,23.61,3713.06,245.7,-3467.4,1133.8425,12042.3,19929.14,-,-,-,E,0.3,90.57,[]
EU,eu,eu,2026-04-18 01:07:37,2020-08-23,2020-08-24,1030.1421,4349.0,23.69,3663.8,425.6,-3238.2,1133.8425,12042.61,19928.3,-,-,-,E,0.29,90.85,[]
EU,eu,eu,2026-04-18 01:07:37,2020-08-24,2020-08-25,1031.4799,4349.0,23.72,2386.5,1018.8,-1367.7,1133.9254,12043.21,19928.71,-,-,-,E,0.12,90.97,[]
EU,eu,eu,2026-04-18 01:07:37,2020-08-25,2020-08-26,1033.0561,4349.0,23.75,2356.88,776.9,-1580.0,1133.9254,12043.37,19928.29,-,-,-,E,0.14,91.1,[]
EU,eu,eu,2026-04-18 01:07:37,2020-08-26,2020-08-27,1034.4057,4349.0,23.78,2439.06,902.6,-1536.5,1133.9254,12043.74,19927.32,-,-,-,E,0.12,91.22,[]
EU,eu,eu,2026-04-18 01:07:37,2020-08-27,2020-08-28,1035.0896,4349.0,23.8,1837.17,1145.9,-691.3,1133.9254,12044.17,19926.19,-,-,-,E,0.06,91.28,[]
EU,eu,eu,2026-04-18 01:07:37,2020-08-28,2020-08-29,1034.6344,4349.0,23.79,2334.24,1121.4,-1212.9,1134.3011,12044.61,19925.02,-,-,-,E,-0.04,91.21,[]
EU,eu,eu,2026-04-18 01:07:37,2020-08-29,2020-08-30,1036.1598,4349.0,23.83,2647.38,1009.6,-1637.8,1134.3511,12045.24,19923.34,-,-,-,E,0.13,91.34,[]
EU,eu,eu,2026-04-18 01:07:37,2020-08-30,2020-08-31,1037.8369,4349.0,23.86,2645.96,1056.9,-1589.1,1134.3511,12040.72,19922.08,-,-,-,E,0.15,91.49,[]
EU,eu,eu,2026-04-18 01:07:37,2020-08-31,2020-09-01,1035.1478,4349.0,23.8,1967.37,1594.2,-373.1,1134.4931,12040.76,19920.22,-,-,-,E,-0.24,91.24,[]
EU,eu,eu,2026-04-18 01:07:37,2020-09-01,2020-09-02,1035.3501,4349.0,23.81,1868.93,929.9,-939.0,1134.8259,12028.3,19919.76,-,-,-,E,0.02,91.23,[]
EU,eu,eu,2026-04-18 01:07:37,2020-09-02,2020-09-03,1038.3836,4349.0,23.88,2004.46,789.4,-1215.1,1134.8259,12028.91,19918.16,-,-,-,E,0.27,91.5,[]
EU,eu,eu,2026-04-18 01:07:37,2020-09-03,2020-09-04,1040.0678,4349.0,23.92,2053.75,390.9,-1662.9,1134.8259,12016.17,19917.36,-,-,-,E,0.15,91.65,[]
EU,eu,eu,2026-04-18 01:07:37,2020-09-04,2020-09-05,1041.7917,4349.0,23.95,2171.39,448.2,-1723.2,1134.8259,12015.9,19918.08,-,-,-,E,0.15,91.8,[]
EU,eu,eu,2026-04-18 01:07:37,2020-09-05,2020-09-06,1044.5213,4349.0,24.02,3049.43,212.6,-2836.8,1134.8259,12015.82,19918.29,-,-,-,E,0.24,92.04,[]
EU,eu,eu,2026-04-18 01:07:37,2020-09-06,2020-09-07,1047.1305,4349.0,24.08,2871.01,255.1,-2615.9,1134.8259,12015.4,19919.4,-,-,-,E,0.23,92.27,[]
EU,eu,eu,2026-04-18 01:07:37,2020-09-07,2020-09-08,1048.4508,4349.0,24.11,1999.44,659.4,-1340.0,1134.8373,12014.41,19919.53,-,-,-,E,0.12,92.39,[]
EU,eu,eu,2026-04-18 01:07:37,2020-09-08,2020-09-09,1049.6973,4349.0,24.14,2054.18,670.3,-1383.9,1134.8373,12014.02,19920.58,-,-,-,E,0.11,92.5,[]
EU,eu,eu,2026-04-18 01:07:37,2020-09-09,2020-09-10,1051.1459,4349.0,24.17,2100.03,677.8,-1422.2,1134.8373,12013.8,19921.14,-,-,-,E,0.13,92.63,[]
EU,eu,eu,2026-04-18 01:07:37,2020-09-10,2020-09-11,1052.3105,4349.0,24.2,1976.43,813.8,-1162.7,1134.8873,12013.62,19921.62,-,-,-,E,0.1,92.72,[]
EU,eu,eu,2026-04-18 01:07:37,2020-09-11,2020-09-12,1053.9484,4349.0,24.23,2049.84,434.8,-1615.0,1134.8873,12013.21,19922.71,-,-,-,E,0.14,92.87,[]
EU,eu,eu,2026-04-18 01:07:37,2020-09-12,2020-09-13,1056.903,4349.0,24.3,3203.85,164.9,-3038.9,1134.8873,12013.55,19921.8,-,-,-,E,0.26,93.13,[]
EU,eu,eu,2026-04-18 01:07:37,2020-09-13,2020-09-14,1059.9492,4349.0,24.37,3157.84,127.2,-3030.7,1134.8873,12012.51,19924.57,-,-,-,E,0.27,93.4,[]
EU,eu,eu,2026-04-18 01:07:37,2020-09-14,2020-09-15,1061.4875,4349.0,24.41,2025.88,495.0,-1530.9,1135.0093,12012.4,19928.81,-,-,-,E,0.14,93.52,[]
EU,eu,eu,2026-04-18 01:07:37,2020-09-15,2020-09-16,1062.7098,4349.0,24.44,1693.3,535.7,-1157.6,1135.0093,12012.17,19929.41,-,-,-,E,0.11,93.63,[]
EU,eu,eu,2026-04-18 01:07:37,2020-09-16,2020-09-17,1063.8505,4349.0,24.46,1658.13,444.6,-1213.5,1135.0093,12011.73,19930.59,-,-,-,E,0.1,93.73,[]
EU,eu,eu,2026-04-18 01:07:37,2020-09-17,2020-09-18,1063.4467,4349.0,24.45,1809.12,362.7,-1446.4,1135.0093,12011.33,19931.66,-,-,-,E,-0.04,93.69,[]
EU,eu,eu,2026-04-18 01:07:37,2020-09-18,2020-09-19,1065.0621,4349.0,24.49,1966.62,345.2,-1621.4,1135.0093,12011.01,19932.48,-,-,-,E,0.14,93.84,[]
EU,eu,eu,2026-04-18 01:07:37,2020-09-19,2020-09-20,1067.2275,4349.0,24.54,2554.41,193.6,-2360.8,1135.0093,12010.65,19933.46,-,-,-,E,0.19,94.03,[]
EU,eu,eu,2026-04-18 01:07:37,2020-09-20,2020-09-21,1069.4611,4349.0,24.59,2366.61,190.2,-2176.4,1135.0093,12010.21,19934.59,-,-,-,E,0.2,94.22,[]
EU,eu,eu,2026-04-18 01:07:37,2020-09-21,2020-09-22,1070.4003,4349.0,24.61,1659.8,861.6,-798.2,1135.0016,12009.71,19935.43,-,-,-,E,0.08,94.31,[]
EU,eu,eu,2026-04-18 01:07:37,2020-09-22,2020-09-23,1071.3425,4349.0,24.63,1620.72,470.0,-1150.7,1135.0016,11622.62,19241.47,-,-,-,E,0.08,94.39,[]
EU,eu,eu,2026-04-18 01:07:37,2020-09-23,2020-09-24,1072.3628,4349.0,24.66,1548.68,575.8,-972.9,1135.0014,11646.61,19327.14,-,-,-,E,0.09,94.48,[]
EU,eu,eu,2026-04-18 01:07:37,2020-09-24,2020-09-25,1073.7495,4349.0,24.69,2062.94,678.2,-1384.7,1135.0013,11646.61,19327.13,-,-,-,E,0.12,94.6,[]
EU,eu,eu,2026-04-18 01:07:37,2020-09-25,2020-09-26,1075.0633,4349.0,24.72,2072.83,762.1,-1310.7,1135.0013,12008.98,19937.28,-,-,-,E,0.12,94.72,[]
EU,eu,eu,2026-04-18 01:07:37,2020-09-26,2020-09-27,1076.6648,4349.0,24.76,2192.11,589.2,-1602.9,1135.0013,12008.96,19937.33,-,-,-,E,0.14,94.86,[]
EU,eu,eu,2026-04-18 01:07:37,2020-09-27,2020-09-28,1078.0181,4349.0,24.79,2079.99,716.7,-1363.3,1135.0063,12008.56,19938.39,-,-,-,E,0.12,94.98,[]
EU,eu,eu,2026-04-18 01:07:37,2020-09-28,2020-09-29,1077.4019,4349.0,24.77,1134.89,1727.9,593.0,1135.0546,12008.9,19940.59,-,-,-,E,-0.05,94.92,[]
EU,eu,eu,2026-04-18 01:07:37,2020-09-29,2020-09-30,1076.9034,4349.0,24.76,1276.12,1554.5,278.4,1135.0563,12009.12,19940.01,-,-,-,E,-0.04,94.88,[]
EU,eu,eu,2026-04-18 01:07:37,2020-09-30,2020-10-01,1075.7962,4349.0,24.74,1290.5,1852.7,562.1,1135.0563,11985.54,19966.92,-,-,-,E,-0.1,94.78,[]
EU,eu,eu,2026-04-18 01:07:37,2020-10-01,2020-10-02,1076.1302,4349.0,24.74,1235.63,777.0,-458.6,1134.9963,11985.32,19967.5,-,-,-,E,0.03,94.81,[]
EU,eu,eu,2026-04-18 01:07:37,2020-10-02,2020-10-03,1077.7767,4349.0,24.78,1725.32,424.9,-1300.4,1134.9963,12009.4,19921.44,-,-,-,E,0.15,94.96,[]
EU,eu,eu,2026-04-18 01:07:37,2020-10-03,2020-10-04,1080.0721,4349.0,24.83,2711.81,379.0,-2332.9,1134.9963,12008.84,19855.09,-,-,-,E,0.2,95.16,[]
EU,eu,eu,2026-04-18 01:07:37,2020-10-04,2020-10-05,1082.5286,4349.0,24.89,2794.68,358.6,-2436.0,1134.9963,12008.1,19816.88,-,-,-,E,0.22,95.38,[]
EU,eu,eu,2026-04-18 01:07:37,2020-10-05,2020-10-06,1083.15,4349.0,24.91,1289.84,677.2,-612.6,1134.9693,12006.76,19886.53,-,-,-,E,0.05,95.43,[]
EU,eu,eu,2026-04-18 01:07:37,2020-10-06,2020-10-07,1083.8886,4349.0,24.92,1227.99,487.6,-740.4,1135.009,12006.33,19887.66,-,-,-,E,0.07,95.5,[]
EU,eu,eu,2026-04-18 01:07:37,2020-10-07,2020-10-08,1084.385,4349.0,24.93,1151.21,659.7,-491.6,1135.009,12005.95,19888.66,-,-,-,E,0.04,95.54,[]
EU,eu,eu,2026-04-18 01:07:37,2020-10-08,2020-10-09,1084.8765,4349.0,24.95,1060.41,459.7,-600.7,1135.009,12005.74,19889.21,-,-,-,E,0.04,95.58,[]
EU,eu,eu,2026-04-18 01:07:37,2020-10-09,2020-10-10,1085.5221,4349.0,24.96,1121.22,487.8,-633.5,1135.009,12005.46,19889.96,-,-,-,E,0.06,95.64,[]
EU,eu,eu,2026-04-18 01:07:37,2020-10-10,2020-10-11,1088.1709,4349.0,25.02,2174.64,227.2,-1947.5,1135.009,12005.0,19891.16,-,-,-,E,0.23,95.87,[]
EU,eu,eu,2026-04-18 01:07:37,2020-10-11,2020-10-12,1089.3375,4349.0,25.05,1737.51,416.8,-1320.7,1135.7275,12004.49,19941.21,-,-,-,E,0.1,95.92,[]
EU,eu,eu,2026-04-18 01:07:37,2020-10-12,2020-10-13,1088.6767,4349.0,25.03,679.52,1385.8,706.3,1135.6966,12003.48,19999.9,-,-,-,E,-0.06,95.86,[]
EU,eu,eu,2026-04-18 01:07:37,2020-10-13,2020-10-14,1087.4478,4349.0,25.0,506.2,1700.4,1194.2,1138.1966,12003.11,20000.88,-,-,-,E,-0.11,95.54,[]
EU,eu,eu,2026-04-18 01:07:37,2020-10-14,2020-10-15,1086.1493,4349.0,24.97,495.5,1882.4,1386.9,1138.1966,12003.17,20000.72,-,-,-,E,-0.11,95.43,[]
EU,eu,eu,2026-04-18 01:07:37,2020-10-15,2020-10-16,1084.2949,4349.0,24.93,424.99,2268.7,1843.7,1138.1966,11898.14,20246.8,-,-,-,E,-0.16,95.26,[]
